Date,Rating,Review,Vehicle Name,Miles Driven on Tires,Driving Conditions,Location,Driving Style
"August 17, 2001",3.0,"These were the wrong tire to put on a small sports car like an MR2.  The Radial T/A is a good tire for old muscle cars to tool around, but for someone wanting good steering response, this is about the worst tire you could have.  Tread squirm is awful!  ",1985 Toyota MR2 ,"6,000 Miles",Mostly Highway,"Roswell, NM",Spirited
"August 08, 2001",2.5,"Great on dry highway, and excellent for mileage.  Lousy hydroplaning resistance and worse on snow.",1999 Pontiac Grand Am SE Sedan ,"76,000 Miles",Mostly Highway,"New Castle, PA",Spirited
"August 06, 2001",4.5,"These tires have been great! The first BFGoodrich tires I have owned, and I am impressed. And I love the choice of raised white lettering or black lettering on the tires! Keep up the excellent quality and work BFGoodrich!",1987 Toyota Pick-up 2wd ,"10,000 Miles",Mostly On Road,"Phoenix, Az",Spirited
"May 31, 2001",4.5,Have great tread for where i drive.,1969 Chevrolet Corvette ,200 Miles,Combined Highway/City,"East Helena, MT",Spirited
"April 21, 2001",4.5," I've been very impressed with the durability and overall quality of these tires. Appearance was one of the major factors that influenced me to buy them in the first place. BF Goodrich Radials are some of the best looking tires ever made. That, and Goodrich tires have an excellent reputation. ",1987 Chevrolet C10 2wd Pick-up ,"45,000 Miles",Mostly On Road,"Norcross, GA",Average
"April 04, 2001",3.5, These BFG's Have done better than ANY other tire brand I have purchased before. They have made me Strongly recommend this brand to friends. ,1989 Toyota Camry ,"10,500 Miles",Mostly City,"Kodak, TN",Spirited
"April 03, 2001",3.5," I haven't lowered my truck yet because I haven't needed the extra handling, the tires have provided that. I am running them hard as you can possibly run them. I have at least 50 quarter mile passes on them. My truck makes 315 horses and has a top end of over 120, and the tires keep me planted and safe. ",1996 GMC Sierra 2wd Pick-up ,"25,000 Miles",On Road/Off Road,"Nashoba, ok",Spirited
"April 02, 2001",3.5," Good traction, even off road. I have used these tires for everything from a pavement only muscle truck to a dirt only rally car. It shines in daily driving, good wet traction, and good traction in gravel. My only major gripe is treadwear, I seem to go thru the tires fairly quickly, but they're so cheap its worth it. ",1991 GMC Sonoma 2wd ,"10,000 Miles",On Road/Off Road,"chesterfield twp., MI",Spirited
"April 01, 2001",4.0,"The Vehicle I have Is actually a Chevy Caprice.  Putting these tires on this car drastically improved the looks, stability, and handling characteristics of the car.  I purchased these tires used, with about 10,000 miles on them and I have at least another 20,000 miles on them and they are just about half way gone.  I am definetly considering buying another set.  Thank you BF Goodrich and Tirerack.",1980 Chevrolet Monte Carlo ,"20,000 Miles",Combined Highway/City,"Clarks Summit, Pa",Spirited
"March 21, 2001",4.0," my present BFG's are good tires, and have lasted forever but I'm going to plus size my tires/wheels for better handling. from 235-60-14's to 255-50-16's I'd like to see you guys ""tire rack"" sell more suspension parts. ",1977 Chevrolet Camaro ,"20,000 Miles",Mostly Highway,"winfield, mo",Spirited
"March 20, 2001",4.0,"I was replacing a set of Michelin Touring tires that the lady who owned before me had put on the car. They rode too rough. The Radial T/A can hold the road aggressively enough to turn heads but subtle enough to keep my car in the ""luxury"" bracket. I have hydroplaned maybe once doing about 75 in the pouring rain.",1991 Mercury Cougar ,"10,000 Miles",Combined Highway/City,"Pennsauken, NJ",Spirited
"March 19, 2001",3.5, As a daily driver and my only car for the summer I need tires to have excellent road going abilities and the ability to take a hard launch at the local track. These tires (235/60's) hook quite nicely and I have run a best of 13.2@99mph without any major traction problems. ,1985 Buick Grand National ,"8,000 Miles",Combined Highway/City,"winnipeg, mb",Spirited
"March 12, 2001",4.5,"Great all around tires. I need something to spice up the look of my car, and as you know the white lettering makes the car go faster.",2000 Hyundai Accent GS ,"12,000 Miles",Combined Highway/City,"brandon, MB",Spirited
"March 06, 2001",3.5, My truck came from the factory with Goodyear Eagles. These tires are ok for general use but thats not why i tried them. I couldn't get traction at the race track at all with the Eagles so I thought I'd try BFG's. These Radial T/A's just need heated up a little and they grab very good. I am defently getting another set. ,2000 Chevrolet S10 2wd Xtreme ,"3,000 Miles",All On Road,"Mount Joy, PA",Spirited
"February 26, 2001",4.0,"Good tire alround, but a little high on the noise level. Snow traction also could be better.",1987 GMC Jimmy 4wd ,"2,000 Miles",Mostly On Road,"Calgary, AB",Average
"January 10, 2001",4.0,"Not really a performance tire, but good in the snow.  I chose these tires instead of a specific snow tire or a performance tire since I spend most of my driving time in rush hour traffic :)",1998 Saab 900SE Turbo ,"1,500 Miles",Combined Highway/City,"Castle Rock, CO",Average
"December 26, 2000",4.5,"Wonderful all around tire. Especially in a climate where snow is common!! Tire still has enough performance to corner very responsively, and acceleration is excellent. I highly recommend this tire!! A+",1986 Pontiac Fiero ,"2,000 Miles",Combined Highway/City,"Johnson City, NY",Spirited
"December 14, 2000",4.0," These are quality tires for the price and performance category, not to mention they have a great sporty look and will improve the appearance of your vehicle. I have had two pairs of BF Goodrich Radial T/A 's on my 1972 Gran Torino Sport and bought them for my girlfriends 1996 Beretta, they are an improvement over the OEM tires, handling and cornering are much improved, treadware has been minimal. ",1996 Chevrolet Beretta ,"5,000 Miles",Combined Highway/City,"Bremerton, WA",Average
"December 12, 2000",2.5," These tires have exellent dry traction. They are also the best looking tire in that price range, but in all other areas they are pretty typical.I actually lost a little bit of steering feel, compared to the factory rubber, but I contribute that to the increase in size ( 255/70-15 compared to 235/75-15). The BFG's are actually slightly taller and wider, so I don't think that the loss in steering feel is due to the tire design. Next time I'm going to try a 235/70-15 on the front and a 275/60-15 on the rear ",1995 Ford F150 2wd Pick-up ,"25,000 Miles",Mostly On Road,"Fordyce, AR",Spirited
"December 07, 2000",2.5," These are great tires for cars, but don't put them on working trucks or full-size SUVs! I've got a heavy Suburban with 15x8in. billet wheels, and when it came time for tires a few friends recommended the BFG Radials, but they just aren't built for severe duty like this. I'm gonna try the BFG Sport Trucks next, they're built more for this purpose. ",1994 Chevrolet Suburban 1500 2wd ,"50,000 Miles",Mostly On Road,"Spring, TX",Average
"August 31, 2000",3.5,"This tire is a pretty good tire for minivan and a prefer them to the Pirelli P600 that I bought before, especialy for is hydroplanning resistance on heavier vehicle.",1988 Plymouth Voyager 14 OE ,"21,000 Miles",Combined Highway/City,"Qu¿bec, PQ",Average
"August 09, 2000",3.5,Great tires for a good price.,1994 Chevrolet S10 2wd ,"15,000 Miles",All On Road,"San Mateo, CA",Spirited
"August 04, 2000",3.5,I have T/A Radial 275/50/15s on the rear and 235/60/15s on the front.  My Turbo Regal handels well and the rear tires hook well even with 425+ hp.  I avoid driving the car in the rain because wide tires in front and back are a bad combination for hydroplaning.  The tread seems to be holding up well too.  I definitely recommend these tires for a solid street setup for 400+ hp.,1987 Buick Grand National ,"10,000 Miles",Mostly City,"Orlando, FL",Average
"July 31, 2000",4.0, Excellent difficult to break these tires loose on dry pavement. Traction on slightly wet roads not good especially when moving downhill in a turn. Front-heavy cars like the GN/Monte/GP can experience horrible understeer sometimes losing all front traction. On dry pavement I haven't been able to break them loose capability of the tire definately exceeds my confidence in the vehicle. ,1987 Buick Grand National ,"15,000 Miles",Combined Highway/City,"Louisville, KY",Average
"June 15, 2000",4.0, Love these tires! My only complaint is that there seems to be a little more treadwear right down the middle than there should be... maybe they're a little too wide for a 15 x 7 wheel? ,1993 Ford Ranger 2wd ,"30,000 Miles",All On Road,"Downs, KS",Average
"June 04, 2000",4.0," All things considered these are great tires. I am on my second set. Not only are they affordable but they perform wonderfully in all types of road conditions with the only possible exception being heavy snow. (But hey they're performance tires not snow tires!) The raised white lettering adds a nice touch to any classic. It simply reads ""BF Goodrich Radial T/A"" and avoids any ridiculous modern marketing or technology jargon which would be anachronistic on a classic. ",1977 Chevrolet Corvette ,"2,000 Miles",Combined Highway/City,"Lowell, AR",Spirited
"May 19, 2000",3.0, I've got an '85 Chevrolet Pickup that has been lowered 3 inches in the front and 4 inches in the back. It's got a 300hp 350 in it. These tires will barely spin when I gag it at a dead stop at 10 mph in low gear forget about them spinningI love these tires they wear out before the 35000 mark but I guarantee that they will be back on this truck when I decide to change them again. ,1985 Chevrolet C10 2wd Pick-up ,"20,000 Miles",Mostly On Road,"Garfield, Ga",Spirited
